nm, A
510.000000, 0.069847
509.000000, 0.067344
508.000000, 0.064784
507.000000, 0.062092
506.000000, 0.059405
505.000000, 0.056682
504.000000, 0.053826
503.000000, 0.050922
502.000000, 0.048254
501.000000, 0.045591
500.000000, 0.042929
499.000000, 0.040641
498.000000, 0.038458
497.000000, 0.036258
496.000000, 0.034277
495.000000, 0.032314
494.000000, 0.030447
493.000000, 0.028772
492.000000, 0.027324
491.000000, 0.025951
490.000000, 0.024545
489.000000, 0.023329
488.000000, 0.022290
487.000000, 0.021191
486.000000, 0.020233
485.000000, 0.019364
484.000000, 0.018399
483.000000, 0.017617
482.000000, 0.016857
481.000000, 0.016138
480.000000, 0.015490
479.000000, 0.014852
478.000000, 0.013928
477.000000, 0.013339
476.000000, 0.012706
475.000000, 0.011962
474.000000, 0.011349
473.000000, 0.010595
472.000000, 0.009970
471.000000, 0.009421
470.000000, 0.008832
469.000000, 0.008296
468.000000, 0.007750
467.000000, 0.007197
466.000000, 0.006712
465.000000, 0.006319
464.000000, 0.005901
463.000000, 0.005380
462.000000, 0.005004
461.000000, 0.004636
460.000000, 0.004378
459.000000, 0.004067
458.000000, 0.003750
457.000000, 0.003456
456.000000, 0.003254
455.000000, 0.002950
454.000000, 0.002849
453.000000, 0.002613
452.000000, 0.002508
451.000000, 0.002290
450.000000, 0.002139
449.000000, 0.002197
448.000000, 0.002326
447.000000, 0.002143
446.000000, 0.001989
445.000000, 0.001834
444.000000, 0.002027
443.000000, 0.002037
442.000000, 0.002094
441.000000, 0.002468
440.000000, 0.002531
439.000000, 0.002725
438.000000, 0.002762
437.000000, 0.002975
436.000000, 0.003254
435.000000, 0.003448
434.000000, 0.003471
433.000000, 0.003532
432.000000, 0.003786
431.000000, 0.004063
430.000000, 0.004141
429.000000, 0.004419
428.000000, 0.004742
427.000000, 0.004793
426.000000, 0.005113
425.000000, 0.005336
424.000000, 0.005309
423.000000, 0.005457
422.000000, 0.005682
421.000000, 0.005622
420.000000, 0.005716
419.000000, 0.005666
418.000000, 0.005808
417.000000, 0.006194
416.000000, 0.006119
415.000000, 0.005997
414.000000, 0.005940
413.000000, 0.006093
412.000000, 0.006152
411.000000, 0.006237
410.000000, 0.006236
409.000000, 0.006415
408.000000, 0.006426
407.000000, 0.006585
406.000000, 0.006726
405.000000, 0.006697
404.000000, 0.006743
403.000000, 0.006695
402.000000, 0.006919
401.000000, 0.006982
400.000000, 0.006895
399.000000, 0.006921
398.000000, 0.006892
397.000000, 0.006836
396.000000, 0.006749
395.000000, 0.006735
394.000000, 0.006536
393.000000, 0.006630
392.000000, 0.006512
391.000000, 0.006155
390.000000, 0.006109
389.000000, 0.005927
388.000000, 0.005659
387.000000, 0.005617
386.000000, 0.005422
385.000000, 0.005346
384.000000, 0.005366
383.000000, 0.005193
382.000000, 0.005111
381.000000, 0.005237
380.000000, 0.005031
379.000000, 0.004930
378.000000, 0.005050
377.000000, 0.005251
376.000000, 0.005329
375.000000, 0.005481
374.000000, 0.005666
373.000000, 0.005755
372.000000, 0.005813
371.000000, 0.006299
370.000000, 0.006748
369.000000, 0.007430
368.000000, 0.008071
367.000000, 0.008712
366.000000, 0.009588
365.000000, 0.010526
364.000000, 0.011494
363.000000, 0.012491
362.000000, 0.013618
361.000000, 0.014596
360.000000, 0.015598
359.000000, 0.016559
358.000000, 0.017171
