nm, A
800.000000, 0.000418
799.000000, 0.000835
798.000000, 0.001165
797.000000, 0.001068
796.000000, 0.001079
795.000000, 0.001314
794.000000, 0.000951
793.000000, 0.001170
792.000000, 0.001075
791.000000, 0.001358
790.000000, 0.001078
789.000000, 0.001187
788.000000, 0.001244
787.000000, 0.000965
786.000000, 0.001452
785.000000, 0.001650
784.000000, 0.001403
783.000000, 0.001476
782.000000, 0.001467
781.000000, 0.001437
780.000000, 0.001564
779.000000, 0.001541
778.000000, 0.001210
777.000000, 0.001707
776.000000, 0.001646
775.000000, 0.001524
774.000000, 0.001479
773.000000, 0.001432
772.000000, 0.001506
771.000000, 0.001535
770.000000, 0.001502
769.000000, 0.001711
768.000000, 0.001489
767.000000, 0.001523
766.000000, 0.001638
765.000000, 0.001177
764.000000, 0.001619
763.000000, 0.001804
762.000000, 0.001524
761.000000, 0.001471
760.000000, 0.001832
759.000000, 0.001704
758.000000, 0.001743
757.000000, 0.001806
756.000000, 0.001492
755.000000, 0.001614
754.000000, 0.001846
753.000000, 0.001548
752.000000, 0.001252
751.000000, 0.001524
750.000000, 0.001695
749.000000, 0.001584
748.000000, 0.001770
747.000000, 0.001849
746.000000, 0.002009
745.000000, 0.001739
744.000000, 0.001802
743.000000, 0.001979
742.000000, 0.001956
741.000000, 0.001901
740.000000, 0.001980
739.000000, 0.001949
738.000000, 0.001822
737.000000, 0.001976
736.000000, 0.001723
735.000000, 0.001881
734.000000, 0.001717
733.000000, 0.001967
732.000000, 0.002024
731.000000, 0.001733
730.000000, 0.001798
729.000000, 0.002029
728.000000, 0.001954
727.000000, 0.001864
726.000000, 0.002036
725.000000, 0.002070
724.000000, 0.001811
723.000000, 0.001564
722.000000, 0.001695
721.000000, 0.001931
720.000000, 0.001840
719.000000, 0.001814
718.000000, 0.001926
717.000000, 0.002003
716.000000, 0.001985
715.000000, 0.001886
714.000000, 0.001869
713.000000, 0.001868
712.000000, 0.001867
711.000000, 0.002052
710.000000, 0.002073
709.000000, 0.002011
708.000000, 0.002076
707.000000, 0.002023
706.000000, 0.002005
705.000000, 0.002146
704.000000, 0.002193
703.000000, 0.002144
702.000000, 0.002163
701.000000, 0.002245
700.000000, 0.002333
699.000000, 0.002250
698.000000, 0.002177
697.000000, 0.002139
696.000000, 0.002053
695.000000, 0.002085
694.000000, 0.002224
693.000000, 0.002230
692.000000, 0.002299
691.000000, 0.002357
690.000000, 0.002244
689.000000, 0.002213
688.000000, 0.002336
687.000000, 0.002224
686.000000, 0.002223
685.000000, 0.002401
684.000000, 0.002471
683.000000, 0.002628
682.000000, 0.002487
681.000000, 0.002488
680.000000, 0.002586
679.000000, 0.002450
678.000000, 0.002454
677.000000, 0.002463
676.000000, 0.002455
675.000000, 0.002434
674.000000, 0.002444
673.000000, 0.002480
672.000000, 0.002402
671.000000, 0.002419
670.000000, 0.002395
669.000000, 0.002357
668.000000, 0.002433
667.000000, 0.002564
666.000000, 0.002537
665.000000, 0.002616
664.000000, 0.002641
663.000000, 0.002578
662.000000, 0.002614
661.000000, 0.002741
660.000000, 0.002602
659.000000, 0.002537
658.000000, 0.002622
657.000000, 0.002616
656.000000, 0.002664
655.000000, 0.002689
654.000000, 0.002606
653.000000, 0.002603
652.000000, 0.002541
651.000000, 0.002443
650.000000, 0.002627
649.000000, 0.002657
648.000000, 0.002467
647.000000, 0.002460
646.000000, 0.002374
645.000000, 0.002403
644.000000, 0.002410
643.000000, 0.002571
642.000000, 0.002605
641.000000, 0.002534
640.000000, 0.002707
639.000000, 0.002707
638.000000, 0.002534
637.000000, 0.002311
636.000000, 0.002260
635.000000, 0.002452
634.000000, 0.002495
633.000000, 0.002379
632.000000, 0.002295
631.000000, 0.002345
630.000000, 0.002448
629.000000, 0.002379
628.000000, 0.002287
627.000000, 0.002275
626.000000, 0.002358
625.000000, 0.002436
624.000000, 0.002441
623.000000, 0.002385
622.000000, 0.002562
621.000000, 0.002527
620.000000, 0.002687
619.000000, 0.002735
618.000000, 0.002627
617.000000, 0.002666
616.000000, 0.002684
615.000000, 0.002737
614.000000, 0.002936
613.000000, 0.003048
612.000000, 0.003124
611.000000, 0.003317
610.000000, 0.003489
609.000000, 0.003828
608.000000, 0.004001
607.000000, 0.004287
606.000000, 0.004584
605.000000, 0.005022
604.000000, 0.005430
603.000000, 0.006003
602.000000, 0.006641
601.000000, 0.007188
600.000000, 0.007960
599.000000, 0.009013
598.000000, 0.010162
597.000000, 0.011408
596.000000, 0.013072
595.000000, 0.014937
594.000000, 0.017189
593.000000, 0.019292
592.000000, 0.022309
591.000000, 0.025563
590.000000, 0.029485
589.000000, 0.034100
588.000000, 0.039520
587.000000, 0.045577
586.000000, 0.052503
585.000000, 0.060671
584.000000, 0.070401
583.000000, 0.081264
582.000000, 0.093571
581.000000, 0.107655
580.000000, 0.123675
579.000000, 0.141624
578.000000, 0.161637
577.000000, 0.184440
576.000000, 0.209943
575.000000, 0.237982
574.000000, 0.268684
573.000000, 0.301795
572.000000, 0.337867
571.000000, 0.376579
570.000000, 0.417292
569.000000, 0.459719
568.000000, 0.503975
567.000000, 0.549280
566.000000, 0.595782
565.000000, 0.642199
564.000000, 0.687639
563.000000, 0.731530
562.000000, 0.774150
561.000000, 0.814139
560.000000, 0.848963
559.000000, 0.879998
558.000000, 0.905861
557.000000, 0.926756
556.000000, 0.942397
555.000000, 0.952237
554.000000, 0.956732
553.000000, 0.955699
552.000000, 0.949327
551.000000, 0.937909
550.000000, 0.922566
549.000000, 0.903188
548.000000, 0.880399
547.000000, 0.855182
546.000000, 0.827747
545.000000, 0.798512
544.000000, 0.768193
543.000000, 0.737417
542.000000, 0.706627
541.000000, 0.675947
540.000000, 0.645936
539.000000, 0.617067
538.000000, 0.589423
537.000000, 0.563063
536.000000, 0.538284
535.000000, 0.515394
534.000000, 0.494350
533.000000, 0.475243
532.000000, 0.458016
531.000000, 0.442532
530.000000, 0.428863
529.000000, 0.417091
528.000000, 0.406933
527.000000, 0.398230
526.000000, 0.390656
525.000000, 0.384114
524.000000, 0.378398
523.000000, 0.373207
522.000000, 0.368489
521.000000, 0.364157
520.000000, 0.359859
519.000000, 0.355265
518.000000, 0.350274
517.000000, 0.345083
516.000000, 0.339272
515.000000, 0.332708
514.000000, 0.325459
513.000000, 0.317566
512.000000, 0.308929
511.000000, 0.299564
510.000000, 0.289738
509.000000, 0.279492
508.000000, 0.268892
507.000000, 0.257787
506.000000, 0.246516
505.000000, 0.235187
504.000000, 0.223745
503.000000, 0.212483
502.000000, 0.201572
501.000000, 0.191132
500.000000, 0.180872
499.000000, 0.171125
498.000000, 0.161952
497.000000, 0.153230
496.000000, 0.145059
495.000000, 0.137236
494.000000, 0.129976
493.000000, 0.123340
492.000000, 0.117300
491.000000, 0.111681
490.000000, 0.106417
489.000000, 0.101629
488.000000, 0.097260
487.000000, 0.093079
486.000000, 0.089164
485.000000, 0.085485
484.000000, 0.082090
483.000000, 0.078848
482.000000, 0.075683
481.000000, 0.072579
480.000000, 0.069795
479.000000, 0.066947
478.000000, 0.063918
477.000000, 0.061127
476.000000, 0.058402
475.000000, 0.055629
474.000000, 0.052952
473.000000, 0.050329
472.000000, 0.047830
471.000000, 0.045407
470.000000, 0.043111
469.000000, 0.040820
468.000000, 0.038606
467.000000, 0.036424
466.000000, 0.034530
465.000000, 0.032627
464.000000, 0.030841
463.000000, 0.029199
462.000000, 0.027595
461.000000, 0.026216
460.000000, 0.024979
459.000000, 0.023697
458.000000, 0.022604
457.000000, 0.021554
456.000000, 0.020596
455.000000, 0.019711
454.000000, 0.018989
453.000000, 0.018164
452.000000, 0.017653
451.000000, 0.017349
450.000000, 0.016714
449.000000, 0.016377
448.000000, 0.016229
447.000000, 0.015918
446.000000, 0.015823
445.000000, 0.015606
444.000000, 0.015834
443.000000, 0.015892
442.000000, 0.016122
441.000000, 0.016563
440.000000, 0.016986
439.000000, 0.017514
438.000000, 0.017993
437.000000, 0.018466
436.000000, 0.019259
435.000000, 0.020101
434.000000, 0.020677
433.000000, 0.021366
432.000000, 0.022138
431.000000, 0.022985
430.000000, 0.023743
429.000000, 0.024623
428.000000, 0.025509
427.000000, 0.026051
426.000000, 0.026906
425.000000, 0.027614
424.000000, 0.028048
423.000000, 0.028641
422.000000, 0.029119
421.000000, 0.029678
420.000000, 0.029899
419.000000, 0.030101
418.000000, 0.030672
417.000000, 0.030905
416.000000, 0.031006
415.000000, 0.031250
414.000000, 0.031375
413.000000, 0.031548
412.000000, 0.031543
411.000000, 0.031910
410.000000, 0.032192
409.000000, 0.032528
408.000000, 0.032691
407.000000, 0.033024
406.000000, 0.033452
405.000000, 0.033722
404.000000, 0.034014
403.000000, 0.034089
402.000000, 0.034227
401.000000, 0.034350
400.000000, 0.034516
399.000000, 0.034445
398.000000, 0.034403
397.000000, 0.034288
396.000000, 0.033924
395.000000, 0.033748
394.000000, 0.033120
393.000000, 0.032819
392.000000, 0.032354
391.000000, 0.031609
390.000000, 0.031050
389.000000, 0.030530
388.000000, 0.029863
387.000000, 0.029264
386.000000, 0.028557
385.000000, 0.028124
384.000000, 0.027859
383.000000, 0.027436
382.000000, 0.027088
381.000000, 0.026816
380.000000, 0.026754
379.000000, 0.026580
378.000000, 0.026723
377.000000, 0.026865
376.000000, 0.025914
375.000000, 0.026166
374.000000, 0.027107
373.000000, 0.027910
372.000000, 0.029142
371.000000, 0.030696
370.000000, 0.032773
369.000000, 0.035383
368.000000, 0.037753
367.000000, 0.040697
366.000000, 0.043905
365.000000, 0.047540
364.000000, 0.051264
363.000000, 0.055310
362.000000, 0.059494
361.000000, 0.063582
360.000000, 0.067568
359.000000, 0.071334
358.000000, 0.074707
357.000000, 0.077827
356.000000, 0.079932
355.000000, 0.081517
354.000000, 0.082216
353.000000, 0.082194
352.000000, 0.081029
351.000000, 0.079211
350.000000, 0.076622
349.000000, 0.073539
348.000000, 0.070411
347.000000, 0.067093
346.000000, 0.064026
345.000000, 0.061185
344.000000, 0.058722
343.000000, 0.056741
342.000000, 0.054792
341.000000, 0.052985
340.000000, 0.051594
339.000000, 0.050163
338.000000, 0.048372
337.000000, 0.046706
336.000000, 0.044846
335.000000, 0.042930
334.000000, 0.041244
333.000000, 0.039786
332.000000, 0.038556
331.000000, 0.037463
330.000000, 0.036916
329.000000, 0.036822
328.000000, 0.037166
327.000000, 0.038333
326.000000, 0.039883
325.000000, 0.041887
324.000000, 0.044724
323.000000, 0.048239
322.000000, 0.052274
321.000000, 0.056896
320.000000, 0.061892
319.000000, 0.067697
318.000000, 0.075834
317.000000, 0.084179
316.000000, 0.091339
315.000000, 0.098775
314.000000, 0.106253
313.000000, 0.113301
312.000000, 0.119559
311.000000, 0.124934
310.000000, 0.129713
309.000000, 0.133538
308.000000, 0.135936
307.000000, 0.137805
306.000000, 0.139050
305.000000, 0.139652
304.000000, 0.139982
303.000000, 0.140137
302.000000, 0.139785
301.000000, 0.139513
300.000000, 0.139264
299.000000, 0.138975
298.000000, 0.139034
297.000000, 0.139156
296.000000, 0.139356
295.000000, 0.139780
294.000000, 0.140315
293.000000, 0.141286
292.000000, 0.142614
291.000000, 0.143997
290.000000, 0.146001
289.000000, 0.147880
288.000000, 0.149734
287.000000, 0.151412
286.000000, 0.152708
285.000000, 0.153617
284.000000, 0.154249
283.000000, 0.154445
282.000000, 0.154301
281.000000, 0.153115
280.000000, 0.152033
279.000000, 0.150847
278.000000, 0.149505
277.000000, 0.148453
276.000000, 0.147550
275.000000, 0.147877
274.000000, 0.149170
273.000000, 0.151857
272.000000, 0.156682
271.000000, 0.163164
270.000000, 0.172061
269.000000, 0.183307
268.000000, 0.195835
267.000000, 0.209532
266.000000, 0.224186
265.000000, 0.237977
264.000000, 0.250473
263.000000, 0.260811
262.000000, 0.268764
261.000000, 0.273964
260.000000, 0.277014
259.000000, 0.278013
258.000000, 0.278220
257.000000, 0.277126
256.000000, 0.275135
255.000000, 0.272067
254.000000, 0.267600
253.000000, 0.261763
252.000000, 0.254788
251.000000, 0.246473
250.000000, 0.237782
