nm, A
800.000000, 0.000654
799.000000, 0.001009
798.000000, 0.001152
797.000000, 0.001295
796.000000, 0.001419
795.000000, 0.001270
794.000000, 0.001472
793.000000, 0.001767
792.000000, 0.001224
791.000000, 0.001418
790.000000, 0.001555
789.000000, 0.001530
788.000000, 0.001664
787.000000, 0.001546
786.000000, 0.001887
785.000000, 0.002215
784.000000, 0.001652
783.000000, 0.001254
782.000000, 0.001779
781.000000, 0.001821
780.000000, 0.001512
779.000000, 0.001753
778.000000, 0.001671
777.000000, 0.001883
776.000000, 0.001861
775.000000, 0.002103
774.000000, 0.002012
773.000000, 0.001905
772.000000, 0.002095
771.000000, 0.002082
770.000000, 0.002085
769.000000, 0.002007
768.000000, 0.001837
767.000000, 0.002146
766.000000, 0.002107
765.000000, 0.001905
764.000000, 0.001960
763.000000, 0.002208
762.000000, 0.002030
761.000000, 0.001834
760.000000, 0.002106
759.000000, 0.002243
758.000000, 0.002250
757.000000, 0.002187
756.000000, 0.002234
755.000000, 0.002308
754.000000, 0.002134
753.000000, 0.002145
752.000000, 0.001899
751.000000, 0.001941
750.000000, 0.002109
749.000000, 0.002085
748.000000, 0.002296
747.000000, 0.002310
746.000000, 0.002275
745.000000, 0.002163
744.000000, 0.002250
743.000000, 0.002468
742.000000, 0.002454
741.000000, 0.002451
740.000000, 0.002422
739.000000, 0.002399
738.000000, 0.002321
737.000000, 0.002381
736.000000, 0.002150
735.000000, 0.002352
734.000000, 0.002423
733.000000, 0.002417
732.000000, 0.002435
731.000000, 0.002362
730.000000, 0.002319
729.000000, 0.002438
728.000000, 0.002474
727.000000, 0.002519
726.000000, 0.002506
725.000000, 0.002583
724.000000, 0.002347
723.000000, 0.002135
722.000000, 0.002081
721.000000, 0.002290
720.000000, 0.002287
719.000000, 0.002271
718.000000, 0.002288
717.000000, 0.002378
716.000000, 0.002416
715.000000, 0.002376
714.000000, 0.002367
713.000000, 0.002361
712.000000, 0.002342
711.000000, 0.002273
710.000000, 0.002230
709.000000, 0.002286
708.000000, 0.002355
707.000000, 0.002290
706.000000, 0.002294
705.000000, 0.002434
704.000000, 0.002540
703.000000, 0.002508
702.000000, 0.002479
701.000000, 0.002500
700.000000, 0.002551
699.000000, 0.002497
698.000000, 0.002588
697.000000, 0.002515
696.000000, 0.002383
695.000000, 0.002448
694.000000, 0.002602
693.000000, 0.002684
692.000000, 0.002612
691.000000, 0.002615
690.000000, 0.002567
689.000000, 0.002489
688.000000, 0.002519
687.000000, 0.002460
686.000000, 0.002483
685.000000, 0.002700
684.000000, 0.002800
683.000000, 0.002919
682.000000, 0.002731
681.000000, 0.002589
680.000000, 0.002785
679.000000, 0.002838
678.000000, 0.002856
677.000000, 0.002758
676.000000, 0.002800
675.000000, 0.002841
674.000000, 0.002855
673.000000, 0.002872
672.000000, 0.002824
671.000000, 0.002842
670.000000, 0.002703
669.000000, 0.002648
668.000000, 0.002785
667.000000, 0.002837
666.000000, 0.002834
665.000000, 0.002849
664.000000, 0.002815
663.000000, 0.002791
662.000000, 0.002896
661.000000, 0.002930
660.000000, 0.002919
659.000000, 0.002767
658.000000, 0.002852
657.000000, 0.003017
656.000000, 0.002916
655.000000, 0.002799
654.000000, 0.002922
653.000000, 0.002969
652.000000, 0.002773
651.000000, 0.002798
650.000000, 0.002856
649.000000, 0.002896
648.000000, 0.002749
647.000000, 0.002667
646.000000, 0.002794
645.000000, 0.002842
644.000000, 0.002748
643.000000, 0.002805
642.000000, 0.002794
641.000000, 0.002680
640.000000, 0.002789
639.000000, 0.002882
638.000000, 0.002732
637.000000, 0.002553
636.000000, 0.002492
635.000000, 0.002744
634.000000, 0.002820
633.000000, 0.002570
632.000000, 0.002525
631.000000, 0.002640
630.000000, 0.002567
629.000000, 0.002728
628.000000, 0.002591
627.000000, 0.002543
626.000000, 0.002490
625.000000, 0.002542
