nm, A
800.000000, 0.000585
799.000000, 0.001034
798.000000, 0.000875
797.000000, 0.000968
796.000000, 0.000865
795.000000, 0.001192
794.000000, 0.001118
793.000000, 0.001568
792.000000, 0.001575
791.000000, 0.001106
790.000000, 0.001181
789.000000, 0.001628
788.000000, 0.001324
787.000000, 0.000699
786.000000, 0.001242
785.000000, 0.001580
784.000000, 0.000947
783.000000, 0.001051
782.000000, 0.000978
781.000000, 0.001518
780.000000, 0.001223
779.000000, 0.001183
778.000000, 0.001279
777.000000, 0.001433
776.000000, 0.001583
775.000000, 0.001556
774.000000, 0.001283
773.000000, 0.001563
772.000000, 0.001387
771.000000, 0.001493
770.000000, 0.001688
769.000000, 0.001612
768.000000, 0.001149
767.000000, 0.001643
766.000000, 0.001591
765.000000, 0.001186
764.000000, 0.001547
763.000000, 0.001319
762.000000, 0.001635
761.000000, 0.001393
760.000000, 0.001452
759.000000, 0.001601
758.000000, 0.001723
757.000000, 0.001575
756.000000, 0.001514
755.000000, 0.001656
754.000000, 0.001506
753.000000, 0.001386
752.000000, 0.001138
751.000000, 0.001387
750.000000, 0.001336
749.000000, 0.001322
748.000000, 0.001662
747.000000, 0.001616
746.000000, 0.001768
745.000000, 0.001532
744.000000, 0.001548
743.000000, 0.001730
742.000000, 0.001747
741.000000, 0.001629
740.000000, 0.001565
739.000000, 0.001550
738.000000, 0.001584
737.000000, 0.001547
736.000000, 0.001366
735.000000, 0.001586
734.000000, 0.001546
733.000000, 0.001705
732.000000, 0.001797
731.000000, 0.001684
730.000000, 0.001636
729.000000, 0.001632
728.000000, 0.001632
727.000000, 0.001672
726.000000, 0.001799
725.000000, 0.001750
724.000000, 0.001570
723.000000, 0.001341
722.000000, 0.001395
721.000000, 0.001641
720.000000, 0.001583
719.000000, 0.001617
718.000000, 0.001599
717.000000, 0.001522
716.000000, 0.001692
715.000000, 0.001625
714.000000, 0.001543
713.000000, 0.001582
712.000000, 0.001479
711.000000, 0.001367
710.000000, 0.001365
709.000000, 0.001493
708.000000, 0.001625
707.000000, 0.001590
706.000000, 0.001571
705.000000, 0.001625
704.000000, 0.001711
703.000000, 0.001699
702.000000, 0.001744
701.000000, 0.001846
700.000000, 0.001802
699.000000, 0.001614
698.000000, 0.001728
697.000000, 0.001730
696.000000, 0.001616
695.000000, 0.001676
694.000000, 0.001844
693.000000, 0.001859
692.000000, 0.001902
691.000000, 0.002034
690.000000, 0.001913
689.000000, 0.001857
688.000000, 0.001914
687.000000, 0.001917
686.000000, 0.001885
685.000000, 0.002016
684.000000, 0.002100
683.000000, 0.002234
682.000000, 0.002154
681.000000, 0.002117
680.000000, 0.002180
679.000000, 0.002195
678.000000, 0.002203
677.000000, 0.002153
676.000000, 0.002208
675.000000, 0.002243
674.000000, 0.002205
673.000000, 0.002050
672.000000, 0.001995
671.000000, 0.002030
670.000000, 0.002053
669.000000, 0.002080
668.000000, 0.002111
667.000000, 0.002129
666.000000, 0.002305
665.000000, 0.002424
664.000000, 0.002305
663.000000, 0.002320
662.000000, 0.002324
661.000000, 0.002387
660.000000, 0.002333
659.000000, 0.002312
658.000000, 0.002426
657.000000, 0.002457
656.000000, 0.002370
655.000000, 0.002365
654.000000, 0.002367
653.000000, 0.002407
652.000000, 0.002272
651.000000, 0.002287
650.000000, 0.002367
649.000000, 0.002373
648.000000, 0.002172
647.000000, 0.002267
646.000000, 0.002403
645.000000, 0.002305
644.000000, 0.002338
643.000000, 0.002534
642.000000, 0.002608
641.000000, 0.002511
640.000000, 0.002574
639.000000, 0.002463
638.000000, 0.002355
637.000000, 0.002326
636.000000, 0.002184
635.000000, 0.002366
634.000000, 0.002341
633.000000, 0.002228
632.000000, 0.002331
631.000000, 0.002392
630.000000, 0.002226
629.000000, 0.002380
628.000000, 0.002319
627.000000, 0.002402
626.000000, 0.002324
625.000000, 0.002412
624.000000, 0.002411
623.000000, 0.002545
622.000000, 0.002492
621.000000, 0.002404
620.000000, 0.002585
619.000000, 0.002630
618.000000, 0.002478
617.000000, 0.002401
616.000000, 0.002390
615.000000, 0.002507
614.000000, 0.002557
613.000000, 0.002372
612.000000, 0.002501
611.000000, 0.002673
610.000000, 0.002707
609.000000, 0.002968
608.000000, 0.003035
607.000000, 0.003179
606.000000, 0.003156
605.000000, 0.003366
604.000000, 0.003447
603.000000, 0.003514
602.000000, 0.003736
601.000000, 0.003883
600.000000, 0.004059
599.000000, 0.004385
598.000000, 0.004762
597.000000, 0.005277
596.000000, 0.005905
595.000000, 0.006462
594.000000, 0.007232
593.000000, 0.007803
592.000000, 0.008701
591.000000, 0.009678
590.000000, 0.010924
589.000000, 0.012112
588.000000, 0.013767
587.000000, 0.015477
586.000000, 0.017257
585.000000, 0.019354
584.000000, 0.022087
583.000000, 0.025021
582.000000, 0.028264
581.000000, 0.031967
580.000000, 0.036176
579.000000, 0.040893
578.000000, 0.046039
577.000000, 0.051899
576.000000, 0.058261
575.000000, 0.065255
574.000000, 0.072736
573.000000, 0.080817
572.000000, 0.089343
571.000000, 0.098652
570.000000, 0.108121
569.000000, 0.118047
568.000000, 0.128140
567.000000, 0.138375
566.000000, 0.149197
565.000000, 0.159834
564.000000, 0.169987
563.000000, 0.179866
562.000000, 0.189526
561.000000, 0.198614
560.000000, 0.206251
559.000000, 0.213041
558.000000, 0.218511
557.000000, 0.222966
556.000000, 0.226237
555.000000, 0.228093
554.000000, 0.228992
553.000000, 0.228447
552.000000, 0.226619
551.000000, 0.223870
550.000000, 0.220269
549.000000, 0.215681
548.000000, 0.210283
547.000000, 0.204486
546.000000, 0.198299
545.000000, 0.191552
544.000000, 0.184537
543.000000, 0.177578
542.000000, 0.170663
541.000000, 0.163587
540.000000, 0.156681
539.000000, 0.150124
538.000000, 0.143770
537.000000, 0.137678
536.000000, 0.131935
535.000000, 0.126630
534.000000, 0.121773
533.000000, 0.117499
532.000000, 0.113398
531.000000, 0.109639
530.000000, 0.106393
529.000000, 0.103580
528.000000, 0.101191
527.000000, 0.099022
526.000000, 0.097095
525.000000, 0.095565
524.000000, 0.094165
523.000000, 0.092852
522.000000, 0.091571
521.000000, 0.090478
520.000000, 0.089576
519.000000, 0.088516
518.000000, 0.087358
517.000000, 0.086239
516.000000, 0.084984
515.000000, 0.083462
514.000000, 0.081781
513.000000, 0.080084
512.000000, 0.078198
511.000000, 0.076033
510.000000, 0.073715
509.000000, 0.071336
508.000000, 0.068969
507.000000, 0.066487
506.000000, 0.063964
505.000000, 0.061355
504.000000, 0.058653
503.000000, 0.055907
502.000000, 0.053234
501.000000, 0.050799
500.000000, 0.048331
499.000000, 0.046011
498.000000, 0.043872
497.000000, 0.041699
496.000000, 0.039845
495.000000, 0.038030
494.000000, 0.036216
493.000000, 0.034533
492.000000, 0.033092
491.000000, 0.031728
490.000000, 0.030301
489.000000, 0.029152
488.000000, 0.028058
487.000000, 0.026874
486.000000, 0.025898
485.000000, 0.024993
484.000000, 0.024144
483.000000, 0.023324
482.000000, 0.022528
481.000000, 0.021723
480.000000, 0.021002
479.000000, 0.020397
478.000000, 0.019573
477.000000, 0.018845
476.000000, 0.018122
475.000000, 0.017515
474.000000, 0.016856
473.000000, 0.016171
472.000000, 0.015520
471.000000, 0.014917
470.000000, 0.014297
469.000000, 0.013646
468.000000, 0.013163
467.000000, 0.012543
466.000000, 0.012109
465.000000, 0.011695
464.000000, 0.011218
463.000000, 0.010633
462.000000, 0.010347
461.000000, 0.009945
460.000000, 0.009624
459.000000, 0.009268
458.000000, 0.008871
457.000000, 0.008470
456.000000, 0.008364
455.000000, 0.007884
454.000000, 0.007713
453.000000, 0.007634
452.000000, 0.007271
451.000000, 0.007083
450.000000, 0.007050
449.000000, 0.006724
448.000000, 0.006846
447.000000, 0.006745
446.000000, 0.006708
445.000000, 0.006503
444.000000, 0.006685
443.000000, 0.006627
442.000000, 0.006765
441.000000, 0.007022
440.000000, 0.007153
439.000000, 0.006972
438.000000, 0.007127
437.000000, 0.007260
436.000000, 0.007588
435.000000, 0.007830
434.000000, 0.007724
433.000000, 0.007645
432.000000, 0.007936
431.000000, 0.008206
430.000000, 0.008186
429.000000, 0.008652
428.000000, 0.008732
427.000000, 0.008719
426.000000, 0.008934
425.000000, 0.008957
424.000000, 0.009007
423.000000, 0.009016
422.000000, 0.009135
421.000000, 0.009225
420.000000, 0.009249
419.000000, 0.009238
418.000000, 0.009506
417.000000, 0.009690
416.000000, 0.009642
415.000000, 0.009674
414.000000, 0.009642
