nm, A
510.000000, 0.255625
509.000000, 0.246470
508.000000, 0.237039
507.000000, 0.227075
506.000000, 0.216903
505.000000, 0.206751
504.000000, 0.196486
503.000000, 0.186442
502.000000, 0.176751
501.000000, 0.167545
500.000000, 0.158420
499.000000, 0.149613
498.000000, 0.141296
497.000000, 0.133553
496.000000, 0.126321
495.000000, 0.119332
494.000000, 0.112833
493.000000, 0.107014
492.000000, 0.101646
491.000000, 0.096613
490.000000, 0.091922
489.000000, 0.087705
488.000000, 0.083815
487.000000, 0.080085
486.000000, 0.076655
485.000000, 0.073235
484.000000, 0.070069
483.000000, 0.067174
482.000000, 0.064482
481.000000, 0.061839
480.000000, 0.059236
479.000000, 0.056787
478.000000, 0.054235
477.000000, 0.051821
476.000000, 0.049319
475.000000, 0.046932
474.000000, 0.044642
473.000000, 0.042335
472.000000, 0.040003
471.000000, 0.037822
470.000000, 0.035725
469.000000, 0.033720
468.000000, 0.031699
467.000000, 0.029810
466.000000, 0.028103
465.000000, 0.026438
464.000000, 0.024855
463.000000, 0.023383
462.000000, 0.021952
461.000000, 0.020633
460.000000, 0.019498
459.000000, 0.018358
458.000000, 0.017327
457.000000, 0.016296
456.000000, 0.015379
455.000000, 0.014574
454.000000, 0.013948
453.000000, 0.013312
452.000000, 0.012879
451.000000, 0.012599
450.000000, 0.012058
449.000000, 0.011619
448.000000, 0.011334
447.000000, 0.011092
446.000000, 0.010995
445.000000, 0.010902
444.000000, 0.011152
443.000000, 0.011266
442.000000, 0.011419
441.000000, 0.011990
440.000000, 0.012225
439.000000, 0.012649
438.000000, 0.012988
437.000000, 0.013621
436.000000, 0.014296
435.000000, 0.014880
434.000000, 0.015403
433.000000, 0.016012
432.000000, 0.016752
431.000000, 0.017469
430.000000, 0.018205
429.000000, 0.019061
428.000000, 0.019728
427.000000, 0.020265
426.000000, 0.020993
425.000000, 0.021640
424.000000, 0.021926
423.000000, 0.022567
422.000000, 0.022952
421.000000, 0.023176
420.000000, 0.023373
419.000000, 0.023667
418.000000, 0.024089
417.000000, 0.024317
416.000000, 0.024526
415.000000, 0.024704
414.000000, 0.024735
413.000000, 0.024915
412.000000, 0.024958
411.000000, 0.025338
410.000000, 0.025503
409.000000, 0.025804
408.000000, 0.025977
407.000000, 0.026083
406.000000, 0.026533
405.000000, 0.026805
404.000000, 0.027049
403.000000, 0.026941
402.000000, 0.027217
401.000000, 0.027483
400.000000, 0.027497
399.000000, 0.027353
398.000000, 0.027310
397.000000, 0.027153
396.000000, 0.026965
395.000000, 0.026708
394.000000, 0.026185
393.000000, 0.025948
392.000000, 0.025402
391.000000, 0.024645
390.000000, 0.024147
389.000000, 0.023711
388.000000, 0.023077
387.000000, 0.022563
386.000000, 0.021950
385.000000, 0.021510
384.000000, 0.021311
383.000000, 0.020824
382.000000, 0.020527
381.000000, 0.020237
380.000000, 0.020083
379.000000, 0.020002
378.000000, 0.020080
377.000000, 0.019897
376.000000, 0.018800
375.000000, 0.018874
374.000000, 0.019686
373.000000, 0.020745
372.000000, 0.021999
371.000000, 0.023476
370.000000, 0.025107
